base_time,단축코드,종목명,content,등락율,label,labels
2021-11-04 09:34:00,028260,삼성물산,장비 실시간 모니터링 후 분석···R.E.D. 개발 R.E.D.의 이미지 왼쪽 및 실물 사진의 모습. 사진제공 삼성물산 서울경제 삼성물산 028260 은 건설장비의 가동 시간과 위치 데이터를 실시간으로 분석해 안전사고를 예방하는 장비 위험제거장치 ‘R.E.D.’ Risk Elimination Device 를 개발했다고 28일 밝혔다. 이 장치는 건설현장에 투입된 장비의 가동여부와 위치를 모니터링한 후 수집된 데이터를 분석해 불필요한 장비 투입을 방지하고 작업 대기시간을 단축한다. 또 위험구역에 접근하는 장비 운전원과 안전관리자에게 실시간으로 경고해 사고를 예방할 수 있도록 한다. 장비 위험제거장치를 도입하면 현장 출입 등 다양한 장비 관련 데이터가 자동으로 인식되기 때문에 불필요한 서류 작업이 줄어든다. 또 모바일로 장비사용 예약 신청을 할 수 있어 스마트한 현장 업무처리도 가능하다. 이번에 개발한 장치는 향후 테이블리프트 이동식크레인 지게차 등 현장에서 자주 사용하는 건설장비에 확대 적용할 방침이다. 기존에 활용하던 현장관리 시스템과도 연동할 예정이다. 이 장치는 20여명의 전문가로 구성된 DfS 설계안전성검토·Design for Safety 팀이 개발했다. DfS팀장인 김재현 수석은 “장비사고는 대형사고로 이어질 가능성이 높다”며 “불필요한 장비를 제거하는 것은 안전확보 차원에서도 중요하며 앞으로도 장비 위험제거장치를 적극 활용해 나갈 것”이라고 말했다,1.2899999618530273,0.0,0
2021-11-04 09:34:00,028260,삼성물산,도시개발·인프라 확장 등 지원 사우디 투자부·현지 기관과 협력 사우디아라비아 타나집 프로젝트 조감도 삼성물산 제공 삼성물산 건설부문이 사우디아라비아 비전 2030 사업에 박차를 가하고 있다. 삼성물산 건설부문은 사우디아라비아 투자부와 포괄적 사업 협력을 위한 업무협약 MOU 을 체결했다고 2일 밝혔다. 사우디아라비아 투자부는 지난해 투자청에서 장관급인 투자부로 격상된 정부 부처다. 사우디아라비아 국가혁신전략인 비전 2030 에 맞춰 에너지와 도시개발 인프라 확장 등 다양한 분야에서 적극적인 투자 유치와 지원에 역량을 집중하고 있다. 삼성물산은 사우디아라비아 비전 2030 중 신사업 일환으로 추진 중인 그린에너지 사업 분야에서 협업을 강화한다. 사우디아라비아는 그린에너지를 주요 미래 에너지로 설정하고 글로벌 시장 선점을 위한 다양한 사업을 추진 중이다. 이에 따라 사우디아라비아 투자부와 함께 대규모 그린에너지 사업을 선도 중인 현지 기관·기업과 사업 협력을 적극 추진해 나갈 계획이다. 삼성물산은 글로벌 신재생에너지 프로젝트 추진 경험과 더불어 그린에너지 저장 운송을 위한 저온 탱크 기술 개발을 추진하고 있어 시너지가 기대된다. 대형 엔터테인먼트 시티인 키디야 프로젝트 등 대규모 도시 개발 사업도 적극적인 지원과 협력을 강화한다. 비전 2030 에 맞춰 확충 예정인 도로와 항만 발전 등 인프라 확정 프로젝트의 금융조달까지 연계한 포괄적 사업 협력에 나선다는 계획이다. 삼성물산 관계자는 사우디아라비아에서 빌딩 도로 메트로 등 다양한 프로젝트를 추진하면서 폭넓은 파트너십을 유지하고 있다 며 앞으로 그린에너지를 비롯한 인프라 사업 등 다양한 분야에서 협업을 더욱 공고히 해나갈 계획 이라고 밝혔다. 한편 삼성물산은 지난 9월 사우디아라비아 아람코가 발주한 발전 프로젝트인 타나집 프로젝트를 수주하는 등 올해 약 43억8000만달러 한화 약 5조1456억원 의 해외 프로젝트 수주를 기록하고 있다,1.2899999618530273,0.0,0
2021-11-04 09:34:00,028260,삼성물산,사우디아라비아 투자부와 포괄적 사업 협력약속 그린에너지 사업 및 도시개발 인프라 확장 이데일리 신수정 기자 삼성물산 건설부문이 사우디아라비아 투자부 MISA Ministry of Investment of Saudi Arabia 와 포괄적 사업 협력을 위한 업무협약 MOU 을 체결했다고 2일 밝혔다. Tanajib IPP 조감도. 사진 삼성물산 사우디아라비아 투자부는 지난해 투자청에서 장관급인 투자부로 격상된 정부 부처로 사우디 국가혁신전략인 ‘비전 2030’에 맞춰 에너지와 도시개발 인프라 확장 등 다양한 분야에서 적극적인 투자 유치와 지원에 역량을 집중하고 있다. 삼성물산은 우선 사우디 ‘비전 2030’ 중 신사업 일환으로 추진 중인 그린에너지 사업 분야에서 협업을 강화한다. 사우디는 그린에너지를 주요 미래 에너지로 설정하고 글로벌 시장 선점을 위해 다양한 사업을 추진하고 있다. 이에 따라 삼성물산은 사우디아라비아 투자부와 함께 사우디에서 대규모 그린에너지 사업을 선도 중인 현지 기관 및 기업과 사업 협력을 적극 추진해 나갈 계획이다. 삼성물산은 글로벌 신재생에너지 프로젝트 추진 경험과 함께 그린에너지 저장 운송을 위한 저온 탱크 기술 개발을 추진하고 있다. 이와 더불어 대형 엔터테인먼트 시티인 키디야 프로젝트 등 대규모 도시 개발 사업도 적극적인 지원과 협력을 강화한다. ‘비전 2030’에 따라 확충 예정인 도로와 항만 발전 등 인프라 확장 프로젝트에도 금융조달까지 연계한 포괄적 사업 협력에 나설 계획이다. 삼성물산은 지난 9월 사우디아라비아 아람코가 발주한 발전 프로젝트인 타나집 프로젝트를 수주하는 등 올해 들어 약 43억 8000만달러의 해외 프로젝트 수주를 기록하고 있다. 삼성물산 관계자는 “사우디에서 빌딩 도로 메트로 등 다양한 프로젝트를 추진하면서 폭넓은 파트너십을 유지하고 있다”며 “앞으로 그린에너지를 비롯한 인프라 사업 등 다양한 분야에서 협업을 더욱 공고히 해나갈 계획”이라고 밝혔다,1.2899999618530273,0.0,0
2021-11-04 09:34:00,028260,삼성물산,삼성물산 건설부문이 사우디아라비아 투자부 MISA 와 포괄적 사업 협력을 위한 업무협약 MOU 을 체결했다고 2일 밝혔다. 사우디아라비아 투자부는 지난해 투자청에서 장관급인 투자부로 격상된 정부 부처다. 사우디 국가혁신전략인 ‘비전 2030′에 맞춰 에너지와 도시개발 인프라 확장 등 다양한 분야에서 적극적인 투자 유치와 지원에 역량을 집중하고 있다. 삼성물산 CI 삼성물산과 사우디 투자처는 그린에너지 사업 분야에서 협업을 강화할 예정이다. 사우디는 그린에너지를 주요 미래 에너지로 설정하고 글로벌 시장 선점을 위한 다양한 사업을 추진 중이다. 삼성물산은 사우디아라비아 투자부와 함께 사우디에서 대규모 그린에너지 사업을 선도 중인 현지 기관 및 기업과 사업 협력을 적극 추진해 나갈 계획이다. 삼성물산은 글로벌 신재생에너지 프로젝트 추진 경험과 함께 그린에너지 저장 운송을 위한 저온 탱크 기술 개발을 추진하고 있다. 또 삼성물산은 대형 엔터테인먼트 시티인 키디야 프로젝트 등 대규모 도시 개발 사업도 적극적인 지원과 협력을 강화할 계획이다. ‘비전 2030′에 따라 확충 예정인 도로와 항만 발전 등 인프라 확장 프로젝트에도 금융조달까지 연계한 포괄적 사업 협력에 나설 계획이다. 삼성물산은 지난 9월 사우디아라비아 아람코가 발주한 발전 프로젝트인 타나집 프로젝트 조감도 를 수주하는 등 올해 들어 약 43억8000만달러의 해외 프로젝트 수주를 기록하고 있다. 삼성물산 관계자는 “사우디에서 빌딩 도로 메트로 등 다양한 프로젝트를 추진하면서 폭넓은 파트너십을 유지하고 있다”며 “앞으로 그린에너지를 비롯한 인프라 사업 등 다양한 분야에서 협업을 더욱 공고히 해나갈 계획”이라고 했다,1.2899999618530273,0.0,0
2021-11-04 09:34:00,028260,삼성물산,사우디 타나집 프로젝트 조감도 파이낸셜뉴스 삼성물산 건설부문이 사우디아라비아 비전 2030 사업에 박차를 가하고 있다. 삼성물산 건설부문은 사우디아라비아 투자부와 포괄적 사업 협력을 위한 업무협약 MOU 을 체결했다고 2일 밝혔다. 사우디아라비아 투자부는 지난해 투자청에서 장관급인 투자부로 격상된 정부 부처다. 사우디 국가혁신전략인 비전 2030 에 맞춰 에너지와 도시개발 인프라 확장 등 다양한 분야에서 적극적인 투자 유치와 지원에 역량을 집중하고 있다. 삼성물산은 사우디 비전 2030 중 신사업 일환으로 추진 중인 그린에너지 사업 분야에서 협업을 강화한다. 사우디는 그린에너지를 주요 미래 에너지로 설정하고 글로벌 시장 선점을 위한 다양한 사업을 추진 중이다. 이에 따라 사우디아라비아 투자부와 함께 대규모 그린에너지 사업을 선도 중인 현지 기관·기업과 사업 협력을 적극 추진해 나갈 계획이다. 삼성물산은 글로벌 신재생에너지 프로젝트 추진 경험과 더불어 그린에너지 저장 운송을 위한 저온 탱크 기술 개발을 추진하고 있어 시너지가 기대된다. 대형 엔터테인먼트 시티인 키디야 프로젝트 등 대규모 도시 개발 사업도 적극적인 지원과 협력을 강화한다. 비전 2030 에 맞춰 확충 예정인 도로와 항만 발전 등 인프라 확정 프로젝트의 금융조달까지 연계한 포괄적 사업 협력에 나선다는 계획이다. 삼성물산 관계자는 사우디에서 빌딩 도로 메트로 등 다양한 프로젝트를 추진하면서 폭넓은 파트너십을 유지하고 있다 며 앞으로 그린에너지를 비롯한 인프라 사업 등 다양한 분야에서 협업을 더욱 공고히 해나갈 계획 이라고 밝혔다. 한편 삼성물산은 지난 9월 사우디아라비아 아람코가 발주한 발전 프로젝트인 타나집 프로젝트를 수주하는 등 올해 약 43억8000만달러 한화 약 5조1456억원 의 해외 프로젝트 수주를 기록하고 있다,1.2899999618530273,0.0,0
2021-11-04 09:34:00,028260,삼성물산,그린에너지 분야 등 협력강화 삼성물산이 사우디아라비아 투자부 MISA 와 포괄적 사업 협력을 위한 업무협약 MOU 을 체결했다고 3일 밝혔다. 사우디아라비아 투자부는 지난해 투자청에서 장관급인 투자부로 격상된 정부 부처로 사우디 국가혁신전략인 ‘비전 2030’에 맞춰 에너지와 도시개발 인프라 확장 등 다양한 분야에서 적극적인 투자 유치와 지원에 역량을 집중하고 있다. 사우디 정부와 삼성물산은 먼저 사우디 ‘비전 2030’ 중 신사업 일환으로 추진 중인 그린에너지 사업 분야에서 협업을 강화한다. 삼성물산은 사우디아라비아 투자부와 함께 사우디에서 대규모 그린에너지 사업을 선도 중인 현지 기관 및 기업과 사업 협력을 적극 추진해 나갈 계획이다. 삼성물산은 글로벌 신재생에너지 프로젝트 추진 경험과 함께 그린에너지 저장 운송을 위한 저온 탱크 기술 개발을 추진하고 있다. 대형 엔터테인먼트 시티인 키디야 프로젝트 등 대규모 도시 개발 사업도 적극적인 지원과 협력을 강화한다. ‘비전 2030’에 따라 확충 예정인 도로와 항만 발전 등 인프라 확장 프로젝트에도 금융조달까지 연계한 포괄적 사업 협력에 나설 계획이다. 삼성물산은 지난 9월 사우디아라비아 아람코가 발주한 발전 프로젝트인 타나집 프로젝트 조감도 를 수주하는 등 올해 들어 약 43억8000만달러의 해외 프로젝트 수주를 기록하고 있다,1.2899999618530273,0.43000006675720215,1
2021-11-04 09:34:00,028260,삼성물산,파이낸셜뉴스 삼성물산과 포스코가 그린수소 사업과 관련한 국내외 협력을 강화한다. 그린수소는 이산화탄소 배출이 없는 친환경 에너지로 액체나 고압 기체로 저장 운송할 수 있어 탄소중립을 위한 차세대 에너지원으로 꼽히고 있다. 삼성물산 건설부문은 포스코와 서울 강동구 삼성물산 본사에서 해외 그린수소 생산시설 개발과 수소 저장·도입을 위한 인프라 구축 액화수소 관련 기술개발 등 그린수소 사업 관련 포괄적 협력을 위한 업무협약 MOU 를 체결했다고 4일 밝혔다. 삼성물산은 미래 성장의 한 축으로 그린수소 사업을 준비하고 있다. 포스코 역시 탄소중립 달성을 위해 2050년까지 500만t의 수소생산 체제를 구축하고 그린철강 기업으로의 전환을 목표로 함에 따라 양사가 그린수소 사업 협력을 위해 서로 손을 맞잡았다. 삼성물산과 포스코는 이번 협약을 통해 수소 생산을 위한 인프라 구축부터 활용에 이르기까지 그린수소 사업 전 과정에 걸쳐 양사의 역량을 집중하기로 했다. 삼성물산은 글로벌 신재생에너지 프로젝트 수행 경험 등을 비롯해 전략적으로 그린수소 사업을 확대하고 있는 중동지역에서의 폭넓은 사업 경험과 역량 고객 네트워크를 바탕으로 그린수소를 생산하는 사업 개발에 적극 나선다. 여기에 세계적인 에너지 저장시설 전문 설계업체인 자회사 영국 웨쏘를 통해 액화수소용 저장탱크 기술 개발에도 힘을 쏟을 계획이다. 포스코는 지난해 수소경제를 견인하는 그린수소 선도기업 이라는 비전을 공표하고 수소의 생산 단계부터 운송 저장 활용에 이르기까지 전방위적 분야에서 사업권과 기술력을 발 빠르게 선점하고 있다. 삼성물산 오세철 사장은 글로벌 수소 사업 플레이어와 전략적 파트너십을 강화해 수소 생산부터 저장 공급에 이르기까지 그린수소 사업 전 밸류체인에서 협력을 이어갈 계획 이라고 밝혔다. 포스코 유병옥 산업가스·수소사업부장은 탈탄소화의 핵심인 그린수소 사업을 위해서는 국내외에서 생산 환경이 유리한 지역을 빠르게 선점하고 액화수소 저장과 유통 부분의 경쟁력 높은 소재와 기술 개발이 중요하다 라며 역량 있는 파트너 간 협업을 통해 미래 시장의 불확실성을 함께 제거해 나가는 전략과 노력 역시 필요하다 고 말했다,1.2899999618530273,0.0,0
2021-11-04 09:34:00,028260,삼성물산,…사우디 타나집 Tanajip 발전 프로젝트 조감도. 사진 삼성물산 제공 삼성물산이 사우디아라비아와 에너지 도시개발 인프라 확장 등의 사업 추진을 위해 손을 잡았다. 삼성물산 건설부문은 사우디 투자부 MISA 와 포괄적 사업 협력을 위한 업무협약 MOU 을 체결했다고 2일 밝혔다. 사우디 투자부는 지난해 투자청에서 장관급인 투자부로 격상된 정부 부처로 국가혁신전략 비전 2030 에 맞춰 각 분야에서 적극적인 투자 유치·지원에 나서고 있다. 양측은 국가혁신전략에서 신사업의 일환으로 추진 중인 그린에너지 사업에서 협업을 강화하기로 했다. 사우디는 그린에너지를 주요 미래 에너지로 설정하고 세계 시장 선점을 위한 사업을 추진하고 있다. 삼성물산은 사우디 투자부와 함께 현지에서 대규모 그린에너지 사업을 선도 중인 기관·기업과 사업 협력을 도모한다. 이 회사는 그린에너지 저장 운송을 위한 저온 탱크 기술도 개발하고 있다. 대형 엔터테인먼트 시티인 키디야 프로젝트 등 도시개발 사업에서 지원·협력을 강화하며 확충 예정인 도로와 항만 발전 등 인프라 확장 프로젝트에도 금융조달까지 연계한 포괄적 사업 협력에 나선다는 계획이다. 삼성물산 관계자는 사우디에서 빌딩 도로 메트로 등 다양한 프로젝트를 추진하면서 폭넓은 파트너십을 유지하고 있다 며 앞으로 그린에너지를 비롯한 인프라 사업 등 다양한 분야에서 협업을 더욱 공고히 해나갈 계획 이라고 말했다,1.2899999618530273,0.0,0
2021-11-04 09:34:00,028260,삼성물산,헤럴드경제 최정호 기자 삼성물산이 사우디아라비아 투자부 MISA 와 포괄적 사업 협력을 위한 업무협약 MOU 을 체결했다고 2일 밝혔다. 사우디아라비아 투자부는 지난해 투자청에서 장관급인 투자부로 격상된 정부 부처로 사우디 국가혁신전략인 비전 2030 에 맞춰 에너지와 도시개발 인프라 확장 등 다양한 분야에서 적극적인 투자 유치와 지원에 역량을 집중하고 있다. 사우디 타나집 프로젝트 조감도 사우디 정부와 삼성물산은 먼저 사우디 비전 2030 중 신사업 일환으로 추진 중인 그린에너지 사업 분야에서 협업을 강화한다. 삼성물산은 사우디아라비아 투자부와 함께 사우디에서 대규모 그린에너지 사업을 선도 중인 현지 기관 및 기업과 사업 협력을 적극 추진해 나갈 계획이다. 삼성물산은 글로벌 신재생에너지 프로젝트 추진 경험과 함께 그린에너지 저장 운송을 위한 저온 탱크 기술 개발을 추진하고 있다. 대형 엔터테인먼트 시티인 키디야 프로젝트 등 대규모 도시 개발 사업도 적극적인 지원과 협력을 강화한다. 비전 2030 에 따라 확충 예정인 도로와 항만 발전 등 인프라 확장 프로젝트에도 금융조달까지 연계한 포괄적 사업 협력에 나설 계획이다. 삼성물산은 지난 9월 사우디아라비아 아람코가 발주한 발전 프로젝트인 타나집 프로젝트를 수주하는 등 올해 들어 약 43억8000만달러의 해외 프로젝트 수주를 기록하고 있다. 삼성물산 관계자는 사우디에서 빌딩 도로 메트로 등 다양한 프로젝트를 추진하면서 폭넓은 파트너십을 유지하고 있다 며 앞으로 그린에너지를 비롯한 인프라 사업 등 다양한 분야에서 협업을 더욱 공고히 해나갈 계획 이라고 밝혔다,1.2899999618530273,0.43000006675720215,1
2021-11-04 09:34:00,028260,삼성물산,해외 그린수소 생산시설 개발 액화수소 기술개발 협력 삼성물산과 포스코가 그린수소 사업과 관련한 국내외 협력을 강화하기로 했다. 삼성물산 건설부문은 포스코와 서울 강동구 삼성물산 본사에서 그린수소 사업 관련 포괄적 협력을 위한 업무협약 MOU 를 체결했다고 4일 밝혔다. 이에 따라 양사는 앞으로 해외 그린수소 생산시설 개발과 수소 저장·도입을 위한 인프라 구축 액화수소 관련 기술개발 등에서 힘을 합치게 된다. 그린수소는 이산화탄소 배출이 없는 친환경 에너지로 액체나 고압 기체로 저장 운송할 수 있어 탄소중립을 위한 차세대 에너지원으로 꼽힌다. 삼성물산은 미래 성장의 한 축으로 그린수소 사업을 준비하고 있으며 포스코 역시 탄소중립 달성을 위해 2050년까지 500만t의 수소생산 체제를 구축하고 그린철강 기업으로의 전환을 목표로 하고 있다. 삼성물산과 포스코는 이번 협약을 통해 수소 생산을 위한 인프라 구축부터 활용에 이르기까지 그린수소 사업 전 과정에 걸쳐 양사의 역량을 집중하기로 했다. 삼성물산은 글로벌 신재생에너지 프로젝트 수행 경험 등을 비롯해 전략적으로 그린수소 사업을 확대하고 있는 중동지역에서의 폭넓은 사업 경험과 역량 고객 네트워크를 바탕으로 그린수소를 생산하는 사업 개발에 적극 나선다. 또 세계적인 에너지 저장시설 전문 설계업체인 자회사 영국 웨쏘를 통해 액화수소용 저장탱크 기술 개발에도 힘을 쏟을 계획이다. 포스코는 지난해 수소경제를 견인하는 그린수소 선도기업 이라는 비전을 공표하고 수소의 생산 단계부터 운송 저장 활용에 이르기까지 전방위적 분야에서 사업권과 기술력을 발 빠르게 선점하고 있다. 특히 고유의 철강경쟁력을 바탕으로 세계 최초로 독자 개발한 극저온용 고망간 Mn 강 LNG 저장탱크 소재 기술을 기반으로 수소의 운송과 저장에 필요한 소재 개발에 나선다. 이를 통해 삼성물산이 개발하는 액화수소용 저장탱크에 포스코의 고망간강과 고강도 스테인리스강을 적용해 경제성 있는 수소 저장 및 운송 기술을 확보하는데도 힘을 모으기로 했다. 오세철 삼성물산 사장은 글로벌 수소 사업 플레이어와 전략적 파트너십을 강화해 수소 생산부터 저장 공급에 이르기까지 그린수소 사업 전 밸류체인에서 협력을 이어갈 계획 이라고 말했다. 유병옥 포스코 산업가스·수소사업부장은 탈탄소화의 핵심인 그린수소 사업을 위해서는 국내외에서 생산 환경이 유리한 지역을 빠르게 선점하고 액화수소 저장과 유통 부분의 경쟁력 높은 소재와 기술 개발이 중요하다 며 역량 있는 파트너 간 협업을 통해 미래 시장의 불확실성을 함께 제거해 나가는 전략과 노력 역시 필요하다 고 말했다,1.2899999618530273,0.0,0
