base_time,단축코드,종목명,content,등락율,label,labels
2021-04-12 10:18:00,247540,에코프로비엠,이데일리 박정수 기자 에코프로비엠 247540 이 강세를 보인다. SK LG 배터리 분쟁 종료로 에코프로비엠 전기차 EV 용 양극재의 주요 고객사향 공급 물량에 대한 우려가 사라졌다는 증권사 분석이 긍정적 영향을 미치는 것으로 풀이된다. 12일 마켓포인트에 따르면 오전 9시8분 현재 에코프로비엠은 전 거래일보다 7.88% 1만3100원 오른 17만9400원에 거래되고 있다. 윤혁진 SK증권 연구원은 “전일 SK LG 배터리 분쟁 종료로 에코프로비엠 EV용 양극재의 주요 고객사향 공급 물량에 대한 우려가 사라졌다”며 “에코프로비엠은 NCM811를 고객사에 주력으로 공급 2020 년부터 4 년간 2조7400억원 공급계약 하고 있었는데 이번 합의로 기존에 공급 중인 물량과 올해 하반기에 가동 예정인 CAM5 2 라인 1만톤 그리고 2022년 하반기에 가동될 예정인 CAM5N 3만톤 공장에 대한 가동 우려가 사라졌다”고 설명했다. 윤 연구원은 “이번 배터리 분쟁에서도 봤듯이 배터리 생산 및 특허 등의 이슈가 있기 때문에 신규로 진입하는 유럽의 배터리업체들이 2 3년 내에 쉽게 대량 양산에 들어갈 것이라는 우려는 다소 과장됐다고 판단한다”며 “따라서 이제는 리스크 요인에 우려하는 것보다는 전기차 시장의 성장과 에코프로비엠 신규 공장 가동에 따른 성장에 주목해야 할 시점”이라고 판단했다. 박정수 ppjs edaily.co.kr 24시간 빠른 미리보는 뉴스 eNews 네이버에서 이데일리 뉴스 를 만나보세요 빡침해소 청춘뉘우스 스냅타임 ＜ⓒ종합 경제정보 미디어 이데일리 무단전재 재배포 금지＞ 이데일리 관련뉴스 해당 언론사에서 선정하며 언론사 페이지 아웃링크 로 이동해 볼 수 있습니다,9.32,-0.0600000000000005,0
2021-04-12 10:18:00,247540,에코프로비엠,머니투데이 강민수 기자 특징주 SK이노베이션과 LG에너지솔루션의 배터리 소송 관련 합의로 2차전지 소재 및 장비주도 덩달아 상승세다. 12일 오전 9시 39분 현재 에코프로비엠은 전일 대비 1만3600원 8.18% 오른 17만9900원에 거래되고 있다. 나인테크는 375원 7.97% 오른 5080원을 기록 중이다. SKC도 6.23% 8500원 오른 14만5000원을 나타내고 있다. SK이노베이션과 LG에너지솔루션이 전날 이룬 배터리 소송 관련 합의 영향으로 풀이된다. 두 회사는 합의금 규모는 2조원으로 1조원은 2년 내에 나머지 1조원은 향후 10년간 갚아나가기로 했다. 에코프로비엠은 2차전지 소재 중 하나인 양극재 나인테크는 2차전지 장비 제조업체다. 국내 주요 배터리 제조사의 전격 합의로 이들 업체를 고객사로 둔 협력업체도 수혜가 기대된다는 평가다. 윤혁진 SK증권 연구원은 에코프로비엠에 대해 이번 합의로 기존에 공급 중인 물량과 올해 하반기에 가동 예정인 CAM5 2라인 1만톤 2022년 하반기에 가동될 예정인 CAM5N 3만톤 공장에 대한 가동 우려가 사라졌다 며 매출 성장에 대한 불확실성이 해소됐다 고 진단했다. SKC는 2차전지에 들어가는 동박을 LG에너지솔루션과 SK이노베이션에 공급하고 있다. 이동욱 키움증권 연구원은 SKC의 동박 고객사가 소송 관련 합의를 하면서 막연하게 불안감을 줬던 수주 관련 불확실성이 제거됐다 고 설명했다,9.32,-0.0600000000000005,0
2021-04-12 10:18:00,247540,에코프로비엠,서울경제 LG에너지솔루션과 SK이노베이션이 배터리 분쟁에서 전격 합의를 이루면서 2차 전지 소재·장비 업체가 강세다. 12일 오전 9시 22분 기준 SKC는 전 거래일 대비 5.49% 상승한 14만 4 000원에 거래되고 있다. 같은 시각 엘앤에프 066970 5.96% 에코프로비엠 247540 7.64% 에스에프에이 056190 2.41% 등도 상승 중이다. LG와 SK의 전격 합의로 수주에 대한 불안감이 해소된 것이 이들 주가에 영향을 주고 있는 것으로 풀이된다. 전일 SK이노베이션은 LG에너지솔루션에 총 2조 원 현금 1조 원 로열티 1조 원 을 지급하기로 약속하고 모든 소송을 종결하기로 약속했다. 황유식 NH투자증권 연구원은 이날 낸 보고서에서 “이번 합의로 LG에너지솔루션과 SK이노베이션의 협력 업체는 미국 사업 전략을 강화할 전망 이라며 “소재 업체는 미국 현지 공장을 적극 구축하고 장비 업체는 미국 수주 불확실성 해소로 공격적인 영업 활동이 예상된다”고 밝혔다. 이어 “에코프로비엠은 SK이노베이션에 대한 사업 노출도가 높으며 에스에프에이는 SK이노베이션에 장비를 공급하고 있어 미국 수주 모멘텀이 높을 것으로 예상한다”고 덧붙였다,9.32,-0.0600000000000005,0
2021-04-12 10:18:00,247540,에코프로비엠,1Q 매출 2700억 영업익 180억 돌파 전망 전구체 리튬 가스 리사이클 등 국내 최초 수직계열화 해외 진출에도 용이…차별화 자신감↑ 아시아경제 이민우 기자 2차전지 핵심소재 개발기업 에코프로비엠이 올해 1분기 무난한 실적을 거둘 것이라는 전망이 나온다. 전구체 리튬 가스 등 양극재 생산 요소를 두루 수직계열화해 차별화된 경쟁력을 보일 것이라는 분석이다. 2일 메리츠증권은 에코프로비엠이 올해 1분기 연결 기준 매출 2703억원 영업이익 181억원을 기록할 것으로 내다봤다. 전년 동기 대비 각각 61.2% 104.8% 증가한 규모다. 시장전망치 컨센서스 인 매출 2732억원 영업이익 177억원과도 대체로 부합한다. 주민우 메리츠증권 연구원은 비 非 IT향 물량 재고조정이 예상되나 전기차 EV 와 에너지저장장치 ESS 부문 실적은 견조한 성장을 이어갈 것 이라고 예상했다. 메리츠증권은 에코프로비엠의 수직계열화 완성을 특히 고평가했다. 에코프로비엠은 양극재 생산 요소인 전구체 에코프로GEM 리튬 에코프로이노베이션 가스 에코프로AP 리사이클 에코프로CNG 을 모두 수직 계열화한 유일한 업체다. 수직계열화의 경쟁력은 경쟁사들과의 영업이익률 격차를 통해서도 잘 드러난다는 평가다. 주 연구원은 LG에너지솔루션을 비롯한 배터리 업체로부터 구매해온 폐양극재를 재활용해서 리튬 니켈 코발트와 같은 원재료를 시세 대비 약 20% 싸게 에코프로GEM으로 공급한다 며 기술경쟁을 넘어 가격경쟁까지 해야 하는 양극업체들의 숙명을 감안하면 에코프로비엠의 경쟁력은 경쟁사와 비교가 불가능하고 수직계열화의 최종 완성은 LGES를 포함한 신규 고객 확보 측면에서도 중요한 요소로 작용할 것 이라고 설명했다. 해외 진출에서도 수직계열화가 중요하다고 분석했다. 에코프로비엠은 현재 오창 3만톤 포항 6만톤 생산체제를 구축하고 있다. 올해 하반기 유럽 내 CAM7 3만톤 추정 포항 내 CAM5N 3만톤 추정 신규증설이 예상된다. 국내 양극재 업체 최초로 유럽에 진출하는 것이다. 미국 투자도 검토중으로 전해졌다. 유럽연합 EU 은 역내 배터리 생산 시 이산화탄소 배출 요건 강화 차원에서 탄소발자국 Carbon footprint·에너지를 생산하고 소비하는 과정에서 직·간접적으로 발생하는 온실가스의 발생 총량 관리 및 재활용 원료 의무 사용 비율 설정을 추진하고 있다. 주 연구원은 배터리 내에서 이산화탄소를 가장 많이 유발하는 양극재 업체가 현지에 진출하기 쉽지 않은 이유 라며 이러한 요건 강화는 리사이클 수직 계열화의 경쟁력을 더욱 부각시킬 것 이라고 설명했다. 이 같은 배경에 메리츠증권은 에코프로비엠에 대해 투자의견 매수 를 유지하고 목표주가를 22만5000원으로 12.5% 올렸다. 전날 종가는 16만5000원이었다,9.32,-0.0600000000000005,0
2021-04-12 10:18:00,247540,에코프로비엠,,9.32,0.0600000000000005,1
2021-04-12 10:18:00,247540,에코프로비엠,이데일리 이은정 기자 에코프로비엠 247540 은 권우석 외 임직원들이 보통주 48만4300주 규모의 주식매수선택권을 행사했다고 9일 공시했다. 주식매수선택권의 행사가격은 1만원으로 신주상장 예정일은 오는 22일이다. 행사기간은 2019년 3월 27일부터 2022년 3월 26일까지로 주식매수선택권 잔여주식수는 300주다. 에코프로비엠의 9일 종가는 16만6300원으로 이를 기준으로 한 주당 차익은 15만6300원이다. 스톡옵션 행사로 임직원들은 차익규모는 756억9609만원에 달할 전망이다,9.32,0.0600000000000005,1
2021-04-12 10:18:00,247540,에코프로비엠,아시아경제 황준호 기자 에코프로비엠이 장 초반 오름세를 나타냈다. 12일 오전 10시15분 현재 에코프로비엠은 전 거래일 대비 1만5200원 9.14% 오른 18만1500원에 거래되고 있다. 양극소재 기업 에코프로비엠은 전기차 EV 용 NCM811를 고객사에 주력으로 공급하고 있다. 전일 SK이노베이션과 LG에너지솔루션이 2년간의 전기차 배터리 분쟁에 매듭을 지으며 물량에 대한 우려가 해소됐다는 전망이 나오고 있다,9.32,0.11999999999999922,1
2021-04-12 10:18:00,247540,에코프로비엠,머니투데이 강민수 기자 메리츠증권은 2일 에코프로비엠에 대해 수직계열화 완성으로 원가 경쟁력이 강화될 것이라고 전망했다. 투자의견은 매수 목표주가는 22만5000원을 유지했다. 1일 종가는 16만5000원이다. 주민우 메리츠증권 연구원은 에코프로비엠은 양극재 생산 요소인 전구체 리튬 가스 리사이클을 모두 수직 계열화한 유일한 업체 라며 에코프로CNG까지 올해 2분기 포항에서 가동을 시작하면 수직계열화는 최종 완성된다 고 설명했다. 수직 계열화의 장점은 원가 경쟁력에서 드러난다. LG에너지솔루션을 비롯한 배터리 업체로부터 구매해온 폐양극재를 재활용해서 리튬 니켈 코발트와 같은 원재료를 시세 대비 약 20% 싸게 에코프로GEM으로 공급할 수 있기 때문이다. 주 연구원은 기술경쟁을 넘어 가격경쟁까지 해야 하는 양극업체들의 숙명을 감안하면 에코프로비엠의 경쟁력은 경쟁사와 비교가 불가능하다 며 수직계열화의 최종 완성은 LG에너지솔루션을 포함한 신규 고객 확보 측면에서도 중요한 요소로 작용할 것 이라고 분석했다. 에코프로비엠은 국내 양극재 업체 중 첫 유럽 진출이 예정돼 있다. 현재 오창 3만톤 포항 6만톤 생산체제를 구축하고 있으나 올해 하반기 유럽 내 CAM7 3만톤 추정 포항 내 CAM5N 3만톤 추정 신규 증설이 예상된다. 주 연구원은 EU 유럽연합 는 역내 배터리 생산 시 이산화탄소 배출 요건 강화 차원에서 탄소발자국 관리 및 재활용 원료 의무 사용 비율을 추진하고 있다 며 요건 강화는 리사이클 수직 계열화의 경쟁력을 더욱 부각시킬 것 이라고 진단했다. 그는 올해 1분기 매출액 2703억원 과 영업이익 181억원 은 컨센서스에 부합할 전망 이라며 단기적으로는 삼성SDI의 신규수주 Gen5 양산개시가 주가 상승의 촉매제가 될 것 이라고 예상했다,9.32,0.11999999999999922,1
2021-07-20 14:06:00,247540,에코프로비엠,이데일리 김연지 기자 신한금융투자는 에코프로비엠 247540 에 대해 다각화된 고객사 및 그룹사 간 시너지가 기대된다고 평가했다. 특히 정부가 2차전지와 관련해 밸류체인 국산화를 계획 중인 만큼 국내 K 배터리 전략에서도 중요한 역할을 할 것이라고 평가했다. 이에 투자의견 ‘매수 buy ’를 유지하고 목표주가를 기존 24만원에서 43% 상향한 35만원으로 제시했다. 신한금융투자는 에코프로비엠이 2분기 매출액 3171억원 영업이익 242억원을 기록할 것으로 전망했다. 이는 전년 동기 대비 각각 66.9%와 73.8% 증가한 규모다. 정용진 신한금융투자 수석연구원은 에코프로비엠이 견조한 실적을 바탕으로 조달·투자 사이클에 대응할 수 있는 체력이 강해지고 있다고 평가했다. 정 연구원은 “Non IT와 EV수요가 모두 견조하게 성장 중이고 납품 중인 핵심 전기차 모델들이 전 분기 대비 20 30%씩 증산돼 ‘CAM5’ 가동률 상승에 기여했다”며 “3분기부터는 ‘CAM5’ 2라인 NCA 물량이 본격화되면서 추가적인 성장을 견인할 것으로 보인다”고 설명했다. 최근의 주가 상승은 공격적인 증설과 고객처 확대 및 장기공급계약이 밸류에이션 리레이팅으로 이어진 것이라고 봤다. 정 연구원은 “에코프로비엠은 지난 7일 유상증자 계획과 채권 조달을 통해 해외 증설 가능성을 시사했다”며 “양대 핵심 고객인 SK이노베이션 096770 과 삼성SDI 006400 의 해외 진출이 가속화되는 가운데 적시의 투자가 필요한 시점이었다”고 설명했다. 향후 국내 K 배터리 전략에서 중요한 역할을 할 것이라고 전망하기도 했다. 정 연구원은 “정부는 향후 급증할 2차전지 생산 수요를 커버하기 위해 밸류체인 전반의 국산화를 계획 중이고 폐배터리 활용은 큰 축을 차지한다”며 “관계사인 에코프로씨엔지를 통해 하반기부터 리사이클링 사업이 본격화되면 밸류체인 내재화를 통한 수혜도 기대할 수 있을 것”이라고 했다,-8.49,1.2400000000000002,1
2021-07-20 14:06:00,247540,에코프로비엠,신한금융투자는 16일 에코프로비엠 247540 에 대해 유상증자에 따라 주가가 상승하고 있으며 정부의 ‘K 배터리’ 전략으로 수혜를 받을 것으로 전망했다. 투자의견은 매수를 유지하고 목표주가는 35만원으로 상향 조정했다. 정용진 신한금융투자 연구원은 이날 보고서에서 “국내 양극재 경쟁사들의 평균 밸류에이션 대비 10% 할증했다”며 “다각화된 고객사와 그룹사 시너지를 감안하면 할증이 타당하다는 판단”이라고 말했다. 그러면서 “공격적인 증설이나 자금 조달 고객처 확대와 장기공급계약이 밸류에이션 리레이팅으로 이어졌다”며 “회사는 지난 7일 유상증자 계획 채권 조달을 통해 해외 증설의 가능성을 시사했다”고 설명했다. 이어 “국내 K 배터리 전략에서도 중요한 역할을 할 것”이라고 덧붙였다. 정 연구원은 “정부는 향후 급증할 국내 2차전지 생산 수요를 커버하기 위해 밸류체인 전반의 국산화를 계획하고 있고 폐배터리 활용은 큰 축을 차지한다”며 “관계사인 에코프로씨엔지를 통해 하반기부터 리사이클링 사업이 본격화되면 밸류체인 내재화를 통한 수혜도 기대할 수 있다”고 분석했다,-8.49,1.3100000000000005,1
